player_id,team_id,label,is_active
8485251,VGK,K. Uchacz,0
8478483,VGK,M. Marner,0
8475913,VGK,M. Stone,0
8478396,VGK,N. Hanifin,0
8481604,VGK,P. Dorofeyev,1
8478397,VGK,R. Andersson,0
8475191,VGK,R. Smith,0
8477447,VGK,S. Theodore,0
8476881,VGK,T. Hertl,0
8479550,VGK,T. Laczynski,0
8480113,WPG,A. Iafallo,0
8476392,WPG,A. Lowry,0
8476945,WPG,C. Hellebuyck,0
8481043,WPG,C. Koepke,0
8482149,WPG,C. Perfetti,0
8476331,WPG,D. DeMelo,0
8480049,WPG,D. Samberg,0
8477480,WPG,E. Comrie,0
8483510,WPG,E. Salomonsson,0
8474679,WPG,G. Nyquist,0
8480014,WPG,G. Vilardi,0
8477504,WPG,J. Morrissey,0
8473604,WPG,J. Toews,0
8478398,WPG,K. Connor,0
8474568,WPG,L. Schenn,0
8479378,WPG,L. Stanley,0
8480289,WPG,M. Barron,0
8476460,WPG,M. Scheifele,0
8475799,WPG,N. Niederreiter,0
8476871,WPG,T. Pearson,0
8476480,WPG,V. Namestnikov,1
8478463,WSH,A. Beauvillier,0
8471214,WSH,A. Ovechkin,1
8481656,WSH,A. Protas,1
8479520,WSH,B. Duhaime,0
8479292,WSH,C. Lindgren,0
8481580,WSH,C. McMichael,0
8483532,WSH,C. Stevenson,0
8480990,WSH,D. Chisholm,0
8475795,WSH,D. McIlrath,0
8478440,WSH,D. Strome,0
8483573,WSH,E. Frank,0
8482188,WSH,G. Bjorklund,0
8482148,WSH,H. Lapierre,0
8474590,WSH,J. Carlson,0
8479345,WSH,J. Chychrun,0
8482088,WSH,J. Sourdif,0
8480313,WSH,L. Thompson,0
8480796,WSH,M. Fehérváry,0
8478911,WSH,M. Roy,0
8475343,WSH,N. Dowd,0
8479400,WSH,P. Dubois,0
8484186,WSH,R. Leonard,0
8480873,WSH,R. Sandin,0
8477947,WSH,S. Milano,0
8476880,WSH,T. Wilson,0
8477845,WSH,T. van Riemsdyk,0
